California,Private Institutions[edit],Dunsmore Sanitarium,https://www.asylumprojects.org/index.php?title=Dunsmore_Sanitarium&action=edit&redlink=1
California,Private Institutions[edit],Gardner Sanitarium,https://www.asylumprojects.org/index.php?title=Gardner_Sanitarium
California,Private Institutions[edit],Halcyon Sanitarium,https://www.asylumprojects.org/index.php?title=Halcyon_Sanitarium
California,Private Institutions[edit],Hillview Mental Health Center,https://www.asylumprojects.org/index.php?title=Hillview_Mental_Health_Center
California,Private Institutions[edit],Kimball Sanitarium,https://www.asylumprojects.org/index.php?title=Kimball_Sanitarium&action=edit&redlink=1
California,Private Institutions[edit],Livermore Sanitarium,https://www.asylumprojects.org/index.php?title=Livermore_Sanitarium
California,Private Institutions[edit],Nerve Rest Sanitarium,https://www.asylumprojects.org/index.php?title=Nerve_Rest_Sanitarium&action=edit&redlink=1
California,Private Institutions[edit],Osborne Hall,https://www.asylumprojects.org/index.php?title=Osborne_Hall&action=edit&redlink=1
California,Private Institutions[edit],Park Sanitarium Association,https://www.asylumprojects.org/index.php?title=Park_Sanitarium_Association&action=edit&redlink=1
California,Private Institutions[edit],Pasadena Sanitarium,https://www.asylumprojects.org/index.php?title=Pasadena_Sanitarium&action=edit&redlink=1
California,Private Institutions[edit],Rockhaven Sanitarium,https://www.asylumprojects.org/index.php?title=Rockhaven_Sanitarium
California,Private Institutions[edit],Rosena Rest Retreat,https://www.asylumprojects.org/index.php?title=Rosena_Rest_Retreat&action=edit&redlink=1
California,Private Institutions[edit],St. Vincent Sanitarium,https://www.asylumprojects.org/index.php?title=St._Vincent_Sanitarium
California,Private Institutions[edit],Sierra Madre Villa,https://www.asylumprojects.org/index.php?title=Sierra_Madre_Villa
California,Private Institutions[edit],Southern California Sanitarium for Nervous Diseases,https://www.asylumprojects.org/index.php?title=Southern_California_Sanitarium_for_Nervous_Diseases
California,Private Institutions[edit],Talbot Sanitarium,https://www.asylumprojects.org/index.php?title=Talbot_Sanitarium&action=edit&redlink=1
California,Private Institutions[edit],Whitwells Private Asylum,https://www.asylumprojects.org/index.php?title=Whitwells_Private_Asylum&action=edit&redlink=1
California,Sanitariums[edit],Alhambra Sanitarium,https://www.asylumprojects.org/index.php?title=Alhambra_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Altadena Lodge Sanitarium,https://www.asylumprojects.org/index.php?title=Altadena_Lodge_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Anne Morris Sanitarium,https://www.asylumprojects.org/index.php?title=Anne_Morris_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Arroyo Sanatorium,https://www.asylumprojects.org/index.php?title=Arroyo_Sanatorium
California,Sanitariums[edit],Baldy View Sanitarium,https://www.asylumprojects.org/index.php?title=Baldy_View_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Barlow Sanatorium,https://www.asylumprojects.org/index.php?title=Barlow_Sanatorium&action=edit&redlink=1
California,Sanitariums[edit],Barton Recreation Camp,https://www.asylumprojects.org/index.php?title=Barton_Recreation_Camp&action=edit&redlink=1
California,Sanitariums[edit],Beeman s Sanitarium,https://www.asylumprojects.org/index.php?title=Beeman_s_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Bostonia Nursing Home,https://www.asylumprojects.org/index.php?title=Bostonia_Nursing_Home&action=edit&redlink=1
California,Sanitariums[edit],Bowlin-Grace Sanitarium,https://www.asylumprojects.org/index.php?title=Bowlin-Grace_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Braewood Sanitarium,https://www.asylumprojects.org/index.php?title=Braewood_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Casa del Abode Sanitarium,https://www.asylumprojects.org/index.php?title=Casa_del_Abode_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Casa del Mar Sanitarium,https://www.asylumprojects.org/index.php?title=Casa_del_Mar_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Chappell Sanitarium,https://www.asylumprojects.org/index.php?title=Chappell_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Charter Oak Lodge,https://www.asylumprojects.org/index.php?title=Charter_Oak_Lodge&action=edit&redlink=1
California,Sanitariums[edit],Clear View Lodge,https://www.asylumprojects.org/index.php?title=Clear_View_Lodge&action=edit&redlink=1
California,Sanitariums[edit],Clearview Sanitarium,https://www.asylumprojects.org/index.php?title=Clearview_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Clovis Avenue Rest Home,https://www.asylumprojects.org/index.php?title=Clovis_Avenue_Rest_Home&action=edit&redlink=1
California,Sanitariums[edit],Colonial Manor Sanitarium,https://www.asylumprojects.org/index.php?title=Colonial_Manor_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Compton Sanitarium,https://www.asylumprojects.org/index.php?title=Compton_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Del Rio Sanitarium,https://www.asylumprojects.org/index.php?title=Del_Rio_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Demar Opportunity Ranch Home,https://www.asylumprojects.org/index.php?title=Demar_Opportunity_Ranch_Home&action=edit&redlink=1
California,Sanitariums[edit],Elcajon Sanitarium,https://www.asylumprojects.org/index.php?title=Elcajon_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],El Encanto Sanitarium,https://www.asylumprojects.org/index.php?title=El_Encanto_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Fairvue Sanitarium,https://www.asylumprojects.org/index.php?title=Fairvue_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Florence Ward Sanatorium,https://www.asylumprojects.org/index.php?title=Florence_Ward_Sanatorium&action=edit&redlink=1
California,Sanitariums[edit],Garden Grove Sanitarium,https://www.asylumprojects.org/index.php?title=Garden_Grove_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Garden of Lebanon Sanitarium,https://www.asylumprojects.org/index.php?title=Garden_of_Lebanon_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Glen View Sanitarium,https://www.asylumprojects.org/index.php?title=Glen_View_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Goodrich Sanitarium,https://www.asylumprojects.org/index.php?title=Goodrich_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Grand View Sanitarium,https://www.asylumprojects.org/index.php?title=Grand_View_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Green s Convalescent Hospital,https://www.asylumprojects.org/index.php?title=Green_s_Convalescent_Hospital&action=edit&redlink=1
California,Sanitariums[edit],Guest House,https://www.asylumprojects.org/index.php?title=Guest_House&action=edit&redlink=1
California,Sanitariums[edit],Herman Rest Home,https://www.asylumprojects.org/index.php?title=Herman_Rest_Home&action=edit&redlink=1
California,Sanitariums[edit],Hillcrest Manor Sanitarium,https://www.asylumprojects.org/index.php?title=Hillcrest_Manor_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Hillcrest Sanitarium,https://www.asylumprojects.org/index.php?title=Hillcrest_Sanitarium
California,Sanitariums[edit],Hillcrest Sanitarium Inc,https://www.asylumprojects.org/index.php?title=Hillcrest_Sanitarium_Inc&action=edit&redlink=1
